what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1330587795833
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1330587803575
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1330587803746
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1330587807071
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1330587807575
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1330587808667
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330587810756
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330587815377
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330587821463
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330587858331
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330587887287
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1330587888990
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1330587899900
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1330587903299
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330587913652
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330588076136
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330588079790
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330588479915
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330588484121
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330588486415
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330588496841
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330588617227
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330588627028
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330588628375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330588646328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330588648579
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330588650290
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330588652302
