what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1330469831359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330469835625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330469836902
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330469837699
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330469843060
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330469848985
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330469849061
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330469849073
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330470865763
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330470873374
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1330471003294
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330471009485
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330471014884
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330471027444
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330471033108
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330471039509
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330471044896
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330471048792
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330471831615
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330471851694
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330471872881
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330471873526
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330471894141
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330471895778
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330471901074
started,bundle,org.eclipse.wb.core.xml,1.2.0.r37x201109270326,"org.eclipse.wb.core.xml",1330471901213
activated,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1330471901287
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1330471904093
started,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1330471907083
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330471908689
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330471908927
activated,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1330471924149
error,log,,,"Invalid preference page path: CSS Files",1330471933517
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330471933735
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330471949680
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1330471949715
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330471951362
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330471974739
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330471975884
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330471978811
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1330471980006
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330471981874
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330471982549
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330471982602
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1330471983543
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1330471985096
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1330471985453
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1330471986764
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330471991223
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330471995025
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330471999353
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330471999941
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330472014827
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330472016144
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472018301
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472027593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472030177
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472032124
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330472038584
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330472041538
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472043899
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472049107
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330472051543
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330472051707
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330472053167
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472054847
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472065036
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472071489
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472080836
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472083153
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472084092
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330472087989
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472106614
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472107438
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472112946
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472114615
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330472120329
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472124399
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472126717
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472128351
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472129556
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472131008
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472132944
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472135758
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472136864
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1330472138695
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472139868
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472140375
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1330472140442
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1330472141041
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1330472141740
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1330472142007
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472143739
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472146160
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472148617
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472149111
activated,view,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui.views.tasks",1330472152538
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1330472152623
closed,view,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui.views.tasks",1330472152656
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1330472153798
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1330472153871
closed,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1330472153905
started,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1330472154149
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1330472154178
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1330472154199
started,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1330472154245
started,bundle,org.eclipse.mylyn.wikitext.core,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.core",1330472154384
started,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1330472154460
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330472200652
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472220563
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472224580
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330472259737
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330472270658
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330472278011
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472278678
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472280421
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330472284862
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472285841
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472287166
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1330472288937
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1330472288938
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472290771
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472291367
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1330472293480
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1330472296701
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1330472296809
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472305389
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472310983
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472311532
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472315112
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1330472315293
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1330472315294
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472316897
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472335270
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472336873
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472337866
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1330472338551
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1330472338850
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1330472338955
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472340337
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472344904
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330472351852
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330472355269
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472356537
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472359557
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472363055
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472371338
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1330472374778
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330472374865
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472382818
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330472406002
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330472406972
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330472408305
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330472417973
