what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330501136049
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330501216685
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1330501218710
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330501224838
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330501228798
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330501239941
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330501257153
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1330501257180
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1330501259459
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1330501259534
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1330501264511
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1330501274417
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330501275944
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330501301187
error,log,,,"Can't find file C:\\Users\\tma\\CS141b-2\\cs141b-hw5-client\\CollaboratorAndroid\\AndroidManifest.xml in workspace",1330501315623
error,log,,,"Can't find file C:\\Users\\tma\\CS141b-2\\cs141b-hw5-client\\CollaboratorAndroid\\res\\layout\\documentlist.xml in workspace",1330501315624
error,log,,,"Can't find file C:\\Users\\tma\\CS141b-2\\cs141b-hw5-client\\CollaboratorAndroid\\AndroidManifest.xml in workspace",1330501321165
error,log,,,"Can't find file C:\\Users\\tma\\CS141b-2\\cs141b-hw5-client\\CollaboratorAndroid\\res\\layout\\documentlist.xml in workspace",1330501321166
error,log,,,"Can't find file C:\\Users\\tma\\CS141b-2\\cs141b-hw5-client\\CollaboratorAndroid\\AndroidManifest.xml in workspace",1330501328362
error,log,,,"Can't find file C:\\Users\\tma\\CS141b-2\\cs141b-hw5-client\\CollaboratorAndroid\\res\\layout\\documentlist.xml in workspace",1330501328363
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330501331348
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330501333673
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1330501334759
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1330501339684
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330501347136
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330501356642
error,log,,,"Can't find file C:\\Users\\tma\\CS141b-2\\cs141b-hw5-client\\CollaboratorAndroid\\AndroidManifest.xml in workspace",1330501363922
error,log,,,"Can't find file C:\\Users\\tma\\CS141b-2\\cs141b-hw5-client\\CollaboratorAndroid\\res\\layout\\documentlist.xml in workspace",1330501363923
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330501383610
error,log,,,"Can't find file C:\\Users\\tma\\CS141b-2\\cs141b-hw5-client\\CollaboratorAndroid\\AndroidManifest.xml in workspace",1330501383623
error,log,,,"Can't find file C:\\Users\\tma\\CS141b-2\\cs141b-hw5-client\\CollaboratorAndroid\\res\\layout\\documentlist.xml in workspace",1330501383624
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330501387477
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330501538900
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1330501540705
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330501545358
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330501557408
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330501567960
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330501576239
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330501578122
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330501582874
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1330501623276
